Real;Evento;año;mes;Tipo de Evento;Origen;N.º Cámara;Cámaras;Direccion 0;Direccion;Resultado;CIUDAD;PROVINCIA;PAIS;ENLACE;Longitud y Latitud;estado_coordenada
20129;1;2024;7;Robo/Hurto Automotor;CATE 911;232;CON;Marcelo T. De Alvear;Tripulantes Del Fournier;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Marcelo T. De Alvear y Tripulantes Del Fournier ;-57.5683519,-38.043210;PENDIENTE_GEOCODIFICAR
20143;1;2024;7;Robo/Hurto Automotor;CATE 911;111;CON;Rivadavia;Santa Fe;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Rivadavia y Santa Fe ;-57.5455414,-38.0012994;corregido_automatico
20203;1;2024;7;Robo/Hurto Automotor;CATE 911;359;CON;Leonardo Rosales;Antonio Maria Gianelli;No Asiste;Mar del Plata;Buenos Aires;Argentina;Leonardo Rosales y Antonio Maria Gianelli ;-57.56928,-38.03991;ok
20205;1;2024;7;Robo/Hurto Automotor;CATE 911;54;CON;Avenida Pedro Luro;Arturo Alio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Arturo Alio ;-57.59438,-37.97411;corregido_paso1_cruce_interno
20209;1;2024;7;Robo/Hurto Automotor;CATE 911;5461;SIN;La Torcacita;General Mosconi;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;La Torcacita y General Mosconi ;-57.56661506062293,-38.06712421153557;ok
20220;1;2024;7;Robo/Hurto Automotor;CATE 911;5462;SIN;Catamarca;Vieytes;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Catamarca y Vieytes ;-57.56872180295385,-38.017595171425505;ok
20228;1;2024;7;Robo/Hurto Automotor;CATE 911;116;CON;De Los Reservistas;El Cano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De Los Reservistas y El Cano ;-57.6004918,-38.002141;PENDIENTE_GEOCODIFICAR
20291;1;2024;7;Robo/Hurto Automotor;CATE 911;5463;SIN;España;Once de 09;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;España y Once de 09 ;-57.55279306062642,-37.99052487284834;ok
20305;1;2024;7;Robo/Hurto Automotor;CATE 911;5464;SIN;Don Bosco;Primera Junta;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Don Bosco y Primera Junta ;-57.580613716447466,-38.00249895966755;ok
20313;1;2024;7;Robo/Hurto Automotor;CATE 911;5465;SIN;Alvarado Rudecindo;Olazabal Felix De;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alvarado Rudecindo y Olazabal Felix De ;-57.57040884528313,-38.00202217117024;ok
20326;1;2024;8;Robo/Hurto Automotor;CATE 911;5466;SIN;Avenida Patricio Peralta Ramos;Belgrano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Patricio Peralta Ramos y Belgrano ;-57.542609675968485,-38.00365799967116;ok
20327;1;2024;8;Robo/Hurto Automotor;CATE 911;5467;SIN;Pigue;Santa Cruz;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Pigue y Santa Cruz ;-57.5958473048061,-37.95627860687297;ok
20339;1;2024;8;Robo/Hurto Automotor;CATE 911;50;CON;Avenida Pedro Luro;San Juan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y San Juan ;-57.5613755,-37.9909338;corregido_automatico
20343;1;2024;8;Robo/Hurto Automotor;ORIGEN DIFERIDO;5468;SIN;Napoles;Alejandro Aguado;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Napoles y Alejandro Aguado ;-57.55789987596588,-38.058964166887456;ok
20349;1;2024;8;Robo/Hurto Automotor;COM;297;CON;Benito Lynch;Talcahuano;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Benito Linch y Talcahuano ;-57.5914491,-38.0441375;corregido_automatico
20368;1;2024;8;Robo/Hurto Automotor;CATE 911;67;CON;Avenida Juan Jose Paso;Salta;No Asiste;Mar del Plata;Buenos Aires;Argentina;Avenida Juan Jose Paso y Salta ;-57.57018,-38.01582;corregido_paso1_cruce_interno
20371;1;2024;8;Robo/Hurto Automotor;CATE 911;5469;SIN;Esteban Gascon;Corrientes;No Asiste;Mar del Plata;Buenos Aires;Argentina;Esteban Gascon y Corrientes ;-57.549169347132654,-38.007213739118164;ok
20372;1;2024;8;Robo/Hurto Automotor;CATE 911;5470;SIN;Funes Gregorio;Belgrano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Funes Gregorio y Belgrano ;-57.56231321644793,-37.99370680330666;ok
20379;1;2024;8;Robo/Hurto Automotor;CATE 911;5471;SIN;Napoles;Alejandro Aguado;No Asiste;Mar del Plata;Buenos Aires;Argentina;Napoles y Alejandro Aguado ;-57.55782477411629,-38.05892192869587;ok
20408;1;2024;8;Robo/Hurto Automotor;CATE 911;5472;SIN;Concepcion Arenal;Godofredo Daireaux;No Asiste;Mar del Plata;Buenos Aires;Argentina;Concepcion Arenal y Godofredo Daireaux ;-57.565576616449185,-37.96280386719409;ok
20409;1;2024;8;Robo/Hurto Automotor;CATE 911;5473;SIN;Rawson;Lamadrid;No Asiste;Mar del Plata;Buenos Aires;Argentina;Rawson y Lamadrid ;-57.545401016447094,-38.01132114379187;ok
20421;1;2024;8;Robo/Hurto Automotor;CATE 911;79;CON;Jacinto Peralta Ramos;De La Plaza Fortunato;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y De La Plaza Fortunato ;-57.5823261,-38.0281827;corregido_automatico
20458;1;2024;8;Robo/Hurto Automotor;CATE 911;5475;SIN;Salta;Avenida Pedro Luro;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Salta y Avenida Pedro Luro ;-57.55341628946188,-37.99478299612756;ok
20488;1;2024;8;Robo/Hurto Automotor;CATE 911;5476;SIN;Darregueyra Jose;Mario Bravo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Darregueyra Jose y Mario Bravo ;-57.55119237411548,-38.0753317741632;ok
20492;1;2024;8;Robo/Hurto Automotor;CATE 911;5477;SIN;Solis;Pescadores;No Asiste;Mar del Plata;Buenos Aires;Argentina;Solis y Pescadores ;-57.54301872117507,-38.04158663645542;ok
20495;1;2024;8;Robo/Hurto Automotor;CATE 911;5478;SIN;Arana Y Goiri;Juan Vucetich;No Asiste;Mar del Plata;Buenos Aires;Argentina;Arana Y Goiri y Juan Vucetich ;-57.55192448945904,-38.05689468030244;ok
20496;1;2024;8;Robo/Hurto Automotor;CATE 911;5479;SIN;Olazabal Felix De;Ayacucho;No Asiste;Mar del Plata;Buenos Aires;Argentina;Olazabal Felix De y Ayacucho ;-57.555474502955335,-37.98348671414845;ok
20501;1;2024;8;Robo/Hurto Automotor;CATE 911;5480;SIN;Florencio Sanchez;Calle 41;No Asiste;Mar del Plata;Buenos Aires;Argentina;Florencio Sanchez y Calle 41 ;nan,nan;vacio
20503;1;2024;8;Robo/Hurto Automotor;CATE 911;5481;SIN;Teodoro Bronzini;Ituzaingo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Teodoro Bronzini y Ituzaingo ;-57.57199610480544,-37.97401488076573;ok
20504;1;2024;8;Robo/Hurto Automotor;CATE 911;5482;SIN;Solis;Eduardo Peralta Ramos;No Asiste;Mar del Plata;Buenos Aires;Argentina;Solis y Eduardo Peralta Ramos ;-57.594210647132726,-38.00288349806405;ok
20506;1;2024;8;Robo/Hurto Automotor;CATE 911;5483;SIN;Genova;Friuli;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Genova y Friuli ;-57.59643580480276,-38.03120795685643;ok
20523;1;2024;8;Robo/Hurto Automotor;CATE 911;5484;SIN;Aristobulo Del Valle;Saavedra Cornelio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Aristobulo Del Valle y Saavedra Cornelio ;-57.53420368946032,-38.027094499612346;ok
20545;1;2024;8;Robo/Hurto Automotor;CATE 911;5485;SIN;Mitre Bartolome;Moreno;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mitre Bartolome y Moreno ;-57.55086161829716,-38.00059841288608;ok
20569;1;2024;8;Robo/Hurto Automotor;CATE 911;279;CON;De La Plaza Fortunato;Tomas Alva Edison;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;De La Plaza Fortunato y Tomas Alva Edison ;-57.56135725210335,-38.05246748643177;corregido_manual
20595;1;2024;8;Robo/Hurto Automotor;CATE 911;407;CON;Santa Fe;Matheu Domingo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Santa Fe y Matheu Domingo ;-57.55743,-38.01771;ok
20598;1;2024;8;Robo/Hurto Automotor;CATE 911;5486;SIN;20 De Setiembre;Formosa;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;20 De Setiembre y Formosa ;-57.57121486062544,-38.011690204057196;ok
20601;1;2024;8;Robo/Hurto Automotor;CATE 911;5487;SIN;Guanahani;Jose Luis Geronimo Camusso Intendente;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Guanahani y Jose Luis Geronimo Camusso Intendente ;-57.59150900295391,-38.01654177892306;ok
20607;1;2024;8;Robo/Hurto Automotor;CATE 911;5488;SIN;Osvaldo Magnasco;De La Plaza Fortunato;No Asiste;Mar del Plata;Buenos Aires;Argentina;Osvaldo Magnasco y De La Plaza Fortunato ;-57.600743089460714,-38.02261718358794;ok
20609;1;2024;8;Robo/Hurto Automotor;CATE 911;5489;SIN;Balcarce;Guillermo Marconi Ingeniero;No Asiste;Mar del Plata;Buenos Aires;Argentina;Balcarce y Guillermo Marconi Ingeniero ;-57.56925078946242,-37.981165296418496;ok
20625;1;2024;8;Robo/Hurto Automotor;CATE 911;338;CON;Avenida Colon;Champagnat;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Champagnat ;-57.58704637115701,-37.98467573471974;corregido_manual
20638;1;2024;8;Robo/Hurto Automotor;CATE 911;5490;SIN;Alvarado Rudecindo;Alsina;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alvarado Rudecindo y Alsina ;-57.54437048946097,-38.01529508179704;ok
20639;1;2024;8;Robo/Hurto Automotor;CATE 911;5491;SIN;Alfonsina Storni;Ricardo Palma;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Alfonsina Storni y Ricardo Palma ;-57.5538526741208,-37.955116041462254;ok
20640;1;2024;8;Robo/Hurto Automotor;CATE 911;5492;SIN;Ayacucho;Francia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Ayacucho y Francia ;-57.5635023471339,-37.979443992650104;ok
20654;1;2024;8;Robo/Hurto Automotor;CATE 911;5493;SIN;Cabo Corrientes;Calle 58;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cabo Corrientes y Calle 58 ;-57.611795775964985,-38.077651662419385;ok
20664;1;2024;8;Robo/Hurto Automotor;CATE 911;5494;SIN;Rodriguez Peña;Gamal Abdel Nasser;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Rodriguez Peña y Gamal Abdel Nasser ;-57.60017103364008,-37.991523840692665;ok
20680;1;2024;8;Robo/Hurto Automotor;CATE 911;5495;SIN;Falucho;Aristobulo Del Valle;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Falucho y Aristobulo Del Valle ;-57.52656367596778,-38.01755117131891;ok
20696;1;2024;8;Robo/Hurto Automotor;CATE 911;483;CON;Italia;Avenida Colon;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Italia y Avenida Colon ;-57.570264,-37.9933186;corregido_automatico
20699;1;2024;8;Robo/Hurto Automotor;CATE 911;43;CON;Avenida Juan B. Justo;Juramento;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Juan B. Justo y Juramento ;-57.5519043,-38.0336006;corregido_automatico
20733;1;2024;8;Robo/Hurto Automotor;CATE 911;5496;SIN;Avenida Vertiz;Casildo Villar;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Vertiz y Casildo Villar ;-57.58203538946041,-38.02628574663682;ok
20736;1;2024;8;Robo/Hurto Automotor;CATE 911;5497;SIN;Onesimo Leguizamon;Avenida Juan B. Justo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Onesimo Leguizamon y Avenida Juan B. Justo ;-57.622220860626776,-37.980302864604155;ok
20744;1;2024;8;Robo/Hurto Automotor;COM;338;CON;Avenida Colon;Tres Arroyos;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Colon y Tres Arroyos ;-57.5903632,-37.9831302;corregido_automatico
20752;1;2024;8;Robo/Hurto Automotor;CATE 911;5498;SIN;General Manuel N. Savio;Arana Y Goiri;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;General Manuel N. Savio y Arana Y Goiri ;-57.57805798761118,-38.036963368494526;ok
20753;1;2024;8;Robo/Hurto Automotor;CATE 911;5499;SIN;Eduardo G. Carasa;Horacio Gaudini;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Eduardo G. Carasa y Horacio Gaudini ;nan,nan;vacio
20789;1;2024;8;Robo/Hurto Automotor;CATE 911;5500;SIN;Santiago Del Estero;Avellaneda Nicolas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y Avellaneda Nicolas ;-57.55501014713254,-38.01102741496435;ok
20808;1;2024;8;Robo/Hurto Automotor;CATE 911;5501;SIN;Lebensohn Moises;Jose Hernandez;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Lebensohn Moises y Jose Hernandez ;-57.570884245281164,-38.04651404148074;ok
20831;1;2024;8;Robo/Hurto Automotor;CATE 911;479;CON;Avenida Independencia;Manuel Quintana;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Manuel Quintana ;-57.5665124,-38.013140;PENDIENTE_GEOCODIFICAR
20834;1;2024;8;Robo/Hurto Automotor;CATE 911;329;CON;Avenida Pedro Luro;Portugal;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Pedro Luro y Portugal ;-57.6144201,-37.963971;corregido_automatico
20835;1;2024;8;Robo/Hurto Automotor;CATE 911;469;CON;Reforma Universitaria Bis;Hernandarias;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Reforma Universitaria Bis y Hernandarias ;-57.5957701,-38.005719;PENDIENTE_GEOCODIFICAR
20837;1;2024;8;Robo/Hurto Automotor;CATE 911;5502;SIN;Malvinas;Once de 09;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Malvinas y Once de 09 ;-57.57690378946252,-37.97835113497153;ok
20859;1;2024;8;Robo/Hurto Automotor;CATE 911;389;CON;Jacinto Peralta Ramos;Ayolas;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jacinto Peralta Ramos y Ayolas ;-57.57618,-38.02307;PENDIENTE_GEOCODIFICAR
20860;1;2024;8;Robo/Hurto Automotor;CATE 911;5503;SIN;Avenida de los Trabajadores;Sicilia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida de los Trabajadores y Sicilia ;-57.54782176421913,-38.06906886340616;ok
20901;1;2024;8;Robo/Hurto Automotor;CATE 911;5504;SIN;Las Heras;Esteban Gascon;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Las Heras y Esteban Gascon ;-57.54316988946115,-38.010309819940545;ok
20908;1;2024;8;Robo/Hurto Automotor;CATE 911;5505;SIN;Federico C. Beltrami Ingeniero;Genova;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Federico C. Beltrami Ingeniero y Genova ;-57.56028200110246,-38.05831232700712;ok
20922;1;2024;8;Robo/Hurto Automotor;CATE 911;5506;SIN;La Pampa;San Martin;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;La Pampa y San Martin ;-57.564091989461964,-37.99060580608539;ok
20935;1;2024;8;Robo/Hurto Automotor;ORIGEN DIFERIDO;5507;SIN;Olazabal Felix De;Nueve de 07;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Olazabal Felix De y Nueve de 07 ;-57.56002144528377,-37.98910679111309;ok
20946;1;2024;8;Robo/Hurto Automotor;CATE 911;419;CON;Santiago Del Estero;Alberti Manuel;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Santiago Del Estero y Alberti Manuel ;-57.55176672884511,-38.007207573190655;corregido_manual
20949;1;2024;8;Robo/Hurto Automotor;CATE 911;5508;SIN;Mariano Castex;Puan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Mariano Castex y Puan ;-57.593059047131526,-38.031165058421884;ok
20960;1;2024;8;Robo/Hurto Automotor;CATE 911;5509;SIN;Jose Marmol;Valencia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Marmol y Valencia ;-57.544214716448764,-37.971328817163105;ok
20969;1;2024;8;Robo/Hurto Automotor;CATE 911;5510;SIN;Olazabal Felix De;Avenida Libertad;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Olazabal Felix De y Avenida Libertad ;-57.557470389462274,-37.98589533864274;ok
21018;1;2024;8;Robo/Hurto Automotor;CATE 911;5511;SIN;Sarmiento;Alvarado Rudecindo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Sarmiento y Alvarado Rudecindo ;-57.545340531789634,-38.01473301177618;ok
21036;1;2024;8;Robo/Hurto Automotor;CATE 911;5512;SIN;San Martin;20 De Setiembre;No Asiste;Mar del Plata;Buenos Aires;Argentina;San Martin y 20 De Setiembre ;-57.55703481644775,-37.99415971468687;ok
21038;1;2024;8;Robo/Hurto Automotor;CATE 911;5513;SIN;Tucuman;San Lorenzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tucuman y San Lorenzo ;-57.550597802953895,-38.014278363393515;ok
21045;1;2024;8;Robo/Hurto Automotor;CATE 911;290;CON;Jose Lanzilota;Tripulantes Del Fournier;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Lanzilota y Tripulantes Del Fournier ;-57.5641053,-38.0450907;corregido_automatico
21090;1;2024;8;Robo/Hurto Automotor;CATE 911;5514;SIN;Heguilor Domingo;Magallanes;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Heguilor Domingo y Magallanes ;-57.59834477596827,-38.00491613302562;ok
21116;1;2024;8;Robo/Hurto Automotor;CATE 911;5515;SIN;Alberti Manuel;Tucuman;No Asiste;Mar del Plata;Buenos Aires;Argentina;Alberti Manuel y Tucuman ;-57.54681848946116,-38.00955595195869;ok
21119;1;2024;8;Robo/Hurto Automotor;CATE 911;5516;SIN;camino san fransisco de asis;camino santa paula;No Asiste;Mar del Plata;Buenos Aires;Argentina;camino san fransisco de asis y camino santa paula ;nan,nan;vacio
21121;1;2024;8;Robo/Hurto Automotor;CATE 911;5517;SIN;Carlos Tejedor;Lopez De Gomara Justo;No Asiste;Mar del Plata;Buenos Aires;Argentina;Carlos Tejedor y Lopez De Gomara Justo ;-57.55501881829872,-37.966949574172475;ok
21126;1;2024;8;Robo/Hurto Automotor;COM;528;CON;Belgrano;Arturo Alio;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Belgrano y Arturo Alio ;-57.5964005,-37.976644;PENDIENTE_GEOCODIFICAR
21155;1;2024;8;Robo/Hurto Automotor;CATE 911;5518;SIN;Juan Bautista Azopardo;Juana Manso;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Juan Bautista Azopardo y Juana Manso ;-57.58002528946024,-38.02899079259773;ok
21156;1;2024;8;Robo/Hurto Automotor;CATE 911;632;CON;Maipu;Bordabehere Enzo;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Maipu y Bordabehere Enzo ;-57.5804727,-37.974359;PENDIENTE_GEOCODIFICAR
21160;1;2024;8;Robo/Hurto Automotor;CATE 911;5519;SIN;S/N;S/N;No Asiste;Mar del Plata;Buenos Aires;Argentina;S/N y S/N ;nan,nan;vacio
21164;1;2024;8;Robo/Hurto Automotor;CATE 911;5520;SIN;Acha;El Cano;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Acha y El Cano ;-57.54651818945972,-38.04144342775201;ok
21172;1;2024;8;Robo/Hurto Automotor;CATE 911;296;CON;General Rafael De Riego;Solis;Persecucion Y Detencion;Mar del Plata;Buenos Aires;Argentina;General Rafael De Riego y Solis ;-57.5650795,-38.0250242;corregido_automatico
21224;1;2024;8;Robo/Hurto Automotor;CATE 911;5521;SIN;Rawson;Avenida Fermin Errea;LPR - Se realiza seguimiento del vehiculo;Mar del Plata;Buenos Aires;Argentina;Rawson y Avenida Fermin Errea ;-57.6257319741203,-37.9707032735172;ok
21235;1;2024;8;Robo/Hurto Automotor;CATE 911;5522;SIN;Ortiz De Zarate;Juana Manso;Asiste Unidad Sanitaria y Traslada;Mar del Plata;Buenos Aires;Argentina;Ortiz De Zarate y Juana Manso ;-57.57597748946034,-38.02570599688986;ok
21242;1;2024;8;Robo/Hurto Automotor;CATE 911;5523;SIN;14 De julio;Moreno;No Asiste;Mar del Plata;Buenos Aires;Argentina;45852 y Moreno ;-57.55999023179057,-37.99599759962751;ok
21243;1;2024;8;Robo/Hurto Automotor;CATE 911;5524;SIN;Calabria;Dolores Membrives;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Calabria y Dolores Membrives ;-57.59531506062429,-38.034656617868734;ok
21276;1;2024;8;Robo/Hurto Automotor;CATE 911;5525;SIN;Acha;Lebensohn Moises;No Asiste;Mar del Plata;Buenos Aires;Argentina;Acha y Lebensohn Moises ;-57.56138224713045,-38.05370356246083;ok
21277;1;2024;8;Robo/Hurto Automotor;CATE 911;5526;SIN;Almafuerte;Salta;No Asiste;Mar del Plata;Buenos Aires;Argentina;Almafuerte y Salta ;-57.56883014528263,-38.01399006269554;ok
21280;1;2024;8;Robo/Hurto Automotor;CATE 911;5527;SIN;Santa Fe;Moreno;No Asiste;Mar del Plata;Buenos Aires;Argentina;Santa Fe y Moreno ;-57.54679854528321,-38.002668689394646;ok
21283;1;2024;8;Robo/Hurto Automotor;CATE 911;5528;SIN;calle 0;calle421;No Asiste;Mar del Plata;Buenos Aires;Argentina;calle 0 y calle421 ;-57.56479390295019,-38.09963255611582;ok
21289;1;2024;8;Robo/Hurto Automotor;CATE 911;5529;SIN;Jose Ignacio Thames;Diagonal Dalmacio Velez Sarsfield;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Jose Ignacio Thames y Diagonal Dalmacio Velez Sarsfield ;-57.5488176606219,-38.08838934508425;ok
21291;1;2024;8;Robo/Hurto Automotor;CATE 911;292;CON;Cerrito;Puan;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Cerrito y Puan ;-57.5734367,-38.04606;corregido_automatico
21306;1;2024;8;Robo/Hurto Automotor;CATE 911;5530;SIN;Hipolito Bouchard;Jacinto Peralta Ramos;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Hipolito Bouchard y Jacinto Peralta Ramos ;-57.58271990295325,-38.02836455325361;ok
21308;1;2024;8;Robo/Hurto Automotor;CATE 911;5531;SIN;Udine;Ratery Ingeniero;Asiste Unidad Sanitaria y Traslada;Mar del Plata;Buenos Aires;Argentina;Udine y 07 Ratery Ingeniero ;-57.594779557369975,-38.0273049955189;ok
21311;1;2024;8;Robo/Hurto Automotor;CATE 911;525;CON;Tres Arroyos;Rivadavia;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Tres Arroyos y Rivadavia ;-57.5877492,-37.9799257;corregido_automatico
21322;1;2024;8;Robo/Hurto Automotor;CATE 911;5532;SIN;Pedro Miguel Araoz;Calabria;Hallazgo Automotor;Mar del Plata;Buenos Aires;Argentina;Pedro Miguel Araoz y Calabria ;-57.55075206062288,-38.06819739403757;ok
21359;1;2024;8;Robo/Hurto Automotor;ORIGEN DIFERIDO;5533;SIN;Napoles;Osvaldo Magnasco;Se Realiza Seguimiento del Evento;Mar del Plata;Buenos Aires;Argentina;Napoles y Osvaldo Magnasco ;-57.60327464898149,-38.02469522453236;ok
21364;1;2024;8;Robo/Hurto Automotor;CATE 911;5534;SIN;Avenida Independencia;Once de 09;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Avenida Independencia y Once de 09 ;-57.549740675968785,-37.99206806700034;ok
21388;1;2024;8;Robo/Hurto Automotor;CATE 911;5535;SIN;De Las Olimpiadas;De Los Jubilados;No Asiste;Mar del Plata;Buenos Aires;Argentina;De Las Olimpiadas y De Los Jubilados ;-57.578947969837664,-38.0176984995471;ok
21394;1;2024;8;Robo/Hurto Automotor;CATE 911;5536;SIN;Nueve de Julio;Dorrego;Asiste Policia y Libera;Mar del Plata;Buenos Aires;Argentina;Nueve de Julio y Dorrego ;-57.55707558946199,-37.99054685091909;ok
